date,open,high,low,close,volume
3/19/2008,13.2659,15.384,12.2626,12.5971,708486000
3/20/2008,13.0363,14.4922,12.82,14.3473,198985200
3/24/2008,14.9916,15.0942,13.1545,13.3172,149566400
3/25/2008,13.5179,14.325,13.3373,14.102,87092000
3/26/2008,13.9348,14.3763,13.7275,14.2603,43111600
3/27/2008,14.2804,14.4342,13.9682,14.0262,39829600
3/28/2008,14.0686,14.1444,13.859,13.9928,24675200
3/31/2008,13.9794,14.1533,13.8345,13.9036,22157200
4/1/2008,14.0463,14.1979,13.4465,13.7364,60410800
4/2/2008,13.7765,13.8947,13.4889,13.8947,43836400
4/3/2008,13.8077,14.7798,13.7832,14.6037,100868000
4/4/2008,14.4632,14.5635,14.2135,14.3763,36394400
4/7/2008,14.4967,14.6706,14.2737,14.5011,28301600
4/8/2008,14.5368,15.2146,14.4498,15.1811,53925600
4/9/2008,15.2391,15.3216,14.6282,14.6683,48324400
4/10/2008,14.8645,14.8779,14.5167,14.7397,22372000
4/11/2008,14.5479,14.8868,14.5479,14.7397,26421600
4/14/2008,14.9337,14.9916,14.6104,14.6438,28443600
4/15/2008,14.8355,14.8378,14.2692,14.3473,23888000
4/16/2008,14.4922,14.927,14.3941,14.7464,25136800
4/17/2008,14.8199,15.1053,14.7174,14.947,22459600
4/18/2008,15.1834,15.7066,14.9827,15.384,104099600
4/21/2008,15.5401,16.1644,15.3506,15.8232,58848000
4/22/2008,16.0752,16.1421,15.607,15.6694,47357600
4/23/2008,15.8634,15.986,15.5379,15.6248,37319600
4/24/2008,15.8745,16.2736,15.6159,16.1198,38086800
4/25/2008,16.9447,16.9626,16.4787,16.7441,101460000
4/28/2008,16.9938,17.2323,16.6995,16.8622,132517200
4/29/2008,16.3383,18.0328,15.8299,18.0328,197308400
4/30/2008,18.1063,18.909,18.0751,18.6057,147543600
5/1/2008,18.88,19.5399,18.7061,19.0405,116395600
5/2/2008,19.453,19.5087,18.0595,18.4497,136648800
5/5/2008,18.472,19.0628,18.0194,18.9647,70377200
5/6/2008,19.0383,19.6536,18.8956,19.5154,75913200
5/7/2008,19.8409,20.0304,19.5444,19.7317,100464800
5/8/2008,19.9546,20.0104,19.1609,19.4641,92836400
5/9/2008,19.123,19.3236,18.3984,18.4742,94312000
5/12/2008,18.6682,18.8354,17.4129,18.2602,147471600
5/13/2008,18.2267,18.6169,18.0127,18.3672,53249600
5/14/2008,18.5812,18.8064,18.1598,18.3337,51400400
5/15/2008,18.3828,18.4898,18.084,18.3382,36688800
5/16/2008,18.4408,18.472,18.1175,18.365,34066800
5/19/2008,18.3516,18.8934,18.3159,18.5768,45473200
5/20/2008,18.4787,18.6927,18.2624,18.4475,40702000
5/21/2008,18.3672,18.6013,17.9525,18.0261,41831600
5/22/2008,17.9636,17.9703,16.9804,17.2368,85283600
5/23/2008,16.8979,17.2368,16.7485,17.0228,42196400
5/27/2008,17.1498,17.6002,16.5791,17.5556,62776400
5/28/2008,17.9012,18.2713,17.7362,18.2646,52996000
5/29/2008,18.5678,19.3861,18.5076,19.0071,100613200
5/30/2008,19.1765,19.5221,19.1319,19.2546,72016000
6/2/2008,19.2211,19.3861,18.8622,19.1899,36856000
6/3/2008,19.3995,19.6091,19.181,19.5221,48411600
6/4/2008,19.4151,19.6425,19.0138,19.0584,40684400
6/5/2008,19.2769,19.4508,19.0829,19.4508,27059600
6/6/2008,19.152,19.1721,18.628,18.6503,41748000
6/9/2008,18.7284,18.9402,17.9614,18.3137,45240000
6/10/2008,17.8477,18.4764,17.7496,17.9057,36048400
6/11/2008,18.0595,18.0595,17.3015,17.3327,56996400
6/12/2008,17.6024,18.0082,17.5133,17.7384,44605600
6/13/2008,17.87,18.2401,17.87,18.1777,30689200
6/16/2008,18.1353,18.6169,18.0818,18.5656,34384000
6/17/2008,18.7507,18.9469,18.657,18.8778,33277600
6/18/2008,18.6615,18.8844,18.6035,18.6972,33724000
6/19/2008,18.6124,18.8176,18.1978,18.7886,36925200
6/20/2008,18.579,18.8399,18.4497,18.6325,42546800
6/23/2008,18.686,18.8064,18.064,18.0729,30141200
6/24/2008,17.8499,18.492,17.5043,18.4296,49891200
6/25/2008,18.5857,18.822,18.2512,18.2958,50711600
6/26/2008,17.9703,18.0015,17.3951,17.6359,76562800
6/27/2008,17.569,18.4764,17.5133,18.4162,176022800
6/30/2008,18.2825,18.4697,17.9034,18.1286,49301200
7/1/2008,17.6582,18.1509,17.6582,18.1509,44921600
7/2/2008,18.2602,18.3716,17.6805,17.7072,33804000
7/3/2008,17.6939,17.7942,17.2234,17.4062,28738800
7/7/2008,17.5021,17.8232,16.4988,16.86,79944400
7/8/2008,16.6972,17.7251,16.1086,17.627,95796400
7/9/2008,17.6136,17.6359,16.8109,16.9157,55322000
7/10/2008,16.8912,17.3059,16.4743,17.2234,52812000
7/11/2008,16.8555,17.268,16.4988,16.6214,54645200
7/14/2008,16.8555,16.9849,16.1644,16.1822,42679600
7/15/2008,15.8879,15.8991,15.0028,15.2547,84268800
7/16/2008,15.2346,16.1777,14.8289,16.1042,92448800
7/17/2008,16.4319,16.7351,15.908,16.7351,67268800
7/18/2008,16.5523,16.6081,16.0796,16.365,46632000
7/21/2008,16.4787,16.7084,15.957,16.0306,52937200
7/22/2008,15.5178,16.5501,15.1388,16.51,65408000
7/23/2008,16.3873,16.7218,16.1867,16.3316,49942800
7/24/2008,16.258,16.4386,15.5981,15.6248,36625600
7/25/2008,15.7274,16.1309,15.3996,16.044,38690800
7/28/2008,16.1443,16.4096,15.6627,15.7296,35699200
7/29/2008,15.8366,16.938,15.8322,16.938,49040400
7/30/2008,17.2234,17.5913,16.559,17.491,76089200
7/31/2008,16.9938,17.4241,15.9392,16.2892,148888800
8/1/2008,16.3427,16.5211,15.685,15.9927,61715600
8/4/2008,15.9994,16.4096,15.9414,16.1644,42686000
8/5/2008,16.3204,16.5501,16.1242,16.4096,34354800
8/6/2008,16.2313,16.2335,15.8455,15.937,40924000
8/7/2008,15.7809,15.8857,15.4598,15.4955,43847200
8/8/2008,15.5557,16.2424,15.4085,16.1867,36354400
8/11/2008,16.151,17.0562,16.0417,16.6749,55289200
8/12/2008,16.5434,16.6772,16.1867,16.2313,33734400
8/13/2008,16.2431,16.5602,16.1829,16.5066,29924800
8/14/2008,16.4932,16.9219,16.4329,16.9197,25839200
8/15/2008,16.9666,17.0871,16.7076,16.9219,26003200
8/18/2008,16.8839,17.0246,16.5535,16.7321,25850400
8/19/2008,16.6227,16.7991,16.4352,16.4642,21104800
8/20/2008,16.5446,16.6808,16.4463,16.6495,18118800
8/21/2008,16.5133,16.6651,16.3414,16.6071,15544800
8/22/2008,16.8259,16.9219,16.4865,16.5423,20955600
8/25/2008,16.4151,16.721,16.328,16.3704,18039600
8/26/2008,16.4486,16.5892,16.2699,16.3749,18667200
8/27/2008,16.3057,16.6339,16.2655,16.6227,19141600
8/28/2008,16.6897,16.9264,16.5602,16.8906,26741200
8/29/2008,16.7366,16.9688,16.6785,16.9465,19326400
9/2/2008,17.1541,17.3037,16.6093,16.7433,29898400
9/3/2008,16.6473,16.8214,16.0913,16.3101,35400800
9/4/2008,16.1918,16.2164,15.5733,15.7408,37670000
9/5/2008,15.6224,16.0712,15.4617,16.0221,40616800
9/8/2008,16.4128,16.587,15.3344,15.6515,56669600
9/9/2008,15.7073,15.7073,14.9995,15.0687,49882000
9/10/2008,15.0196,15.6068,14.8767,15.4148,43936800
9/11/2008,15.0509,15.9328,14.9705,15.8413,47132000
9/12/2008,15.6135,15.9998,15.4617,15.9975,28240400
9/15/2008,15.33,15.848,15.2407,15.4907,38734400
9/16/2008,14.8745,15.3969,14.5128,14.8142,83596400
9/17/2008,14.6936,15.1714,14.2917,14.3096,67536800
9/18/2008,14.3342,15.0129,13.0347,14.937,84189200
9/19/2008,15.8547,15.8881,14.9683,15.5331,68941600
9/22/2008,15.388,15.4036,14.4905,14.553,46266400
9/23/2008,14.7026,15.0643,14.3141,14.937,43803600
9/24/2008,14.9705,15.1201,14.6244,14.6646,24532400
9/25/2008,14.6802,14.841,14.4101,14.4235,23895200
9/26/2008,14.0059,14.1555,13.575,13.8519,51171200
9/29/2008,13.4634,13.5036,12.4788,12.9052,78439200
9/30/2008,12.5882,13.7157,12.5882,13.7068,38720400
10/1/2008,13.5639,13.8653,13.22,13.6889,27054000
10/2/2008,13.7291,13.7291,12.7959,12.8583,35216000
10/3/2008,13.1888,13.4344,12.5725,12.6909,58355600
10/6/2008,11.9273,12.5078,11.2195,12.3649,87360800
10/7/2008,12.5033,12.6016,11.3021,11.4204,75845600
10/8/2008,10.9426,12.1528,10.6613,11.7509,75210400
10/9/2008,12.0099,12.4899,11.0319,11.1302,42537600
10/10/2008,10.4939,12.0456,10.4939,11.6102,72541600
10/13/2008,12.2778,13.1731,11.9652,13.1441,49433200
10/14/2008,13.843,13.8675,12.3359,12.8628,53142400
10/15/2008,12.3961,12.5033,10.8355,11.1079,76699200
10/16/2008,11.1972,11.9072,10.7261,11.8491,56062800
10/17/2008,11.4986,12.2957,11.4986,11.6593,35098400
10/20/2008,11.9027,12.0166,11.4137,11.6125,35965600
10/21/2008,11.4651,11.8491,11.2284,11.32,28995600
10/22/2008,11.157,11.6102,10.7171,10.831,40243600
10/23/2008,10.8868,11.0632,10.2125,10.7886,47970000
10/24/2008,9.7794,10.8288,9.766,10.7127,40798800
10/27/2008,10.4961,10.9851,10.3688,10.4023,41901600
10/28/2008,10.6948,11.5164,10.505,11.157,58436000
10/29/2008,11.253,11.9474,11.0543,11.3177,55994400
10/30/2008,11.2954,12.539,11.2932,12.1126,74913200
10/31/2008,12.0322,12.5212,11.8335,12.3582,40372800
11/3/2008,12.3582,12.5256,11.5901,11.7196,28425200
11/4/2008,12.1416,13.4969,12.03,13.354,73603600
11/5/2008,13.0146,13.2178,12.5993,12.6083,44992000
11/6/2008,12.289,12.5033,11.3289,11.5053,52092800
11/7/2008,11.7107,12.2354,11.4562,11.9451,30906400
11/10/2008,12.347,12.347,11.4316,11.608,26516800
11/11/2008,11.3847,12.2778,11.2441,12.0099,32392800
11/12/2008,11.7345,12.4504,11.4503,11.5778,42746000
11/13/2008,11.6069,12.211,11.1617,12.1797,38733600
11/14/2008,11.8821,12.7524,11.7345,12.1349,37410400
11/17/2008,11.8821,12.1327,11.5577,11.8038,29303200
11/18/2008,11.8105,12.3229,11.7703,12.2244,31482800
11/19/2008,12.0812,12.4929,11.4637,11.5398,34948000
11/20/2008,11.2333,11.4772,10.7389,10.7702,50990000
11/21/2008,11.0968,11.0968,9.7411,10.3764,84771200
11/24/2008,10.6516,11.1863,10.2422,11.1237,44853600
11/25/2008,11.2669,11.4033,10.9626,11.0812,44959600
11/26/2008,10.9201,11.6338,10.7836,11.6338,27670000
11/28/2008,11.5689,11.7993,11.4481,11.7591,10610000
12/1/2008,11.4101,11.4414,10.665,10.7501,30951600
12/2/2008,10.8932,11.1326,10.6337,11.1147,26573200
12/3/2008,10.7657,11.8016,10.7635,11.7322,36399600
12/4/2008,11.6181,11.8016,11.2355,11.3675,30484400
12/5/2008,11.1304,11.9627,10.8507,11.8978,40991600
12/8/2008,12.1707,12.9023,12.0745,12.5645,53093600
12/9/2008,12.4168,12.6271,11.8799,11.9761,32127200
12/10/2008,11.8911,12.0477,11.3989,11.8933,30186800
12/11/2008,11.7233,12.2132,11.5711,11.6539,29928400
12/12/2008,11.3004,12.0611,11.2982,11.8463,25100000
12/15/2008,11.815,12.0298,11.5823,11.8016,21858800
12/16/2008,11.9246,12.2557,11.7993,12.2535,30714400
12/17/2008,12.1461,12.5287,12.0947,12.3855,24687600
12/18/2008,12.3877,12.5712,12.0969,12.2378,30374800
12/19/2008,12.5287,12.5801,12.032,12.2982,35585200
12/22/2008,12.2736,12.3587,11.853,12.0253,14083600
12/23/2008,11.9738,12.1707,11.8844,12.0029,10670400
12/24/2008,11.9559,12.0253,11.7792,11.8329,6529600
12/26/2008,11.8083,11.9604,11.6181,11.9134,6476400
12/29/2008,11.8687,11.9895,11.6181,11.6718,13801600
12/30/2008,11.6785,11.6785,11.2465,11.4078,17095200
12/31/2008,11.3228,11.806,11.3206,11.7345,16371600
1/2/2009,11.8396,12.0164,11.6875,11.9559,13199200
1/5/2009,11.8575,12.3721,11.8575,12.041,16600000
1/6/2009,12.1931,12.9717,12.1931,12.8889,32506400
1/7/2009,12.6831,12.965,12.5264,12.6092,28441600
1/8/2009,12.5309,12.5958,11.9179,12.475,34683600
1/9/2009,12.5332,12.598,12.2557,12.4437,16702400
1/12/2009,12.3698,12.5622,11.7591,11.8486,31520400
1/13/2009,11.8016,11.9336,11.5242,11.8888,23133200
1/14/2009,11.636,11.7703,11.2355,11.4033,25246800
1/15/2009,11.2713,11.3765,10.627,11.0476,47446400
1/16/2009,11.0297,11.0633,10.1147,10.6069,69204800
1/20/2009,10.3026,10.3831,9.4099,9.4905,59766000
1/21/2009,9.665,10.1013,9.5531,9.8842,50503200
1/22/2009,9.7947,10.2198,9.6717,9.8842,31927600
1/23/2009,9.5509,9.9446,9.3473,9.9156,22617200
1/26/2009,9.9111,10.1214,9.5129,9.5285,24009200
1/27/2009,9.7299,9.8865,9.5397,9.8775,26436000
1/28/2009,10.2713,10.6225,10.1236,10.5644,32089600
1/29/2009,10.278,10.7635,10.1236,10.3518,26097600
1/30/2009,10.5263,11.0409,10.4838,11.0409,30315200
2/2/2009,10.7948,11.1841,10.636,11.1796,28544000
2/3/2009,11.2333,11.3989,10.7814,10.8261,28953600
2/4/2009,10.9313,11.24,10.8642,10.9917,33166400
2/5/2009,11.6875,12.3273,11.5219,12.0231,96728400
2/6/2009,12.07,12.5287,12.0096,12.3967,45907600
2/9/2009,12.4258,12.607,12.2155,12.3766,31874400
2/10/2009,12.334,12.5287,11.994,12.0477,38071600
2/11/2009,12.1267,12.38,11.9922,12.3195,23668000
2/12/2009,12.1671,12.6871,11.9026,12.6423,34827600
2/13/2009,12.7611,12.9897,12.3867,12.5414,40788000
2/17/2009,12.1738,12.3733,12.0303,12.1604,35581600
2/18/2009,12.2321,12.7521,12.1604,12.5862,36329200
2/19/2009,12.7656,12.9785,12.4383,12.4697,35102400
2/20/2009,12.25,12.5728,12.2164,12.4764,42908000
2/23/2009,12.5616,12.7409,12.1021,12.1604,31967200
2/24/2009,12.1805,12.7723,12.0169,12.6311,43590800
2/25/2009,12.5773,12.6759,12.3598,12.4226,34394800
2/26/2009,12.6087,12.7006,12.2814,12.5661,35902400
2/27/2009,12.3285,12.9785,12.3285,12.7118,47237200
3/2/2009,12.5369,12.7701,12.0752,12.1402,39060000
3/3/2009,12.2679,12.4697,11.9272,12.185,42195600
3/4/2009,12.3285,12.5235,12.0819,12.3935,35775200
3/5/2009,12.2276,12.4383,11.8084,11.9743,44144800
3/6/2009,12.0505,12.1379,11.0308,11.2503,60701600
3/9/2009,11.1337,11.4498,10.9253,11.1629,33554400
3/10/2009,11.4296,11.851,11.3399,11.851,38644400
3/11/2009,12.0281,12.0281,11.3243,11.5148,36124400
3/12/2009,11.4991,12.1245,11.2682,12.1245,43276000
3/13/2009,12.1626,12.4069,11.5888,11.6672,49564400
3/16/2009,11.8757,12.0438,11.6246,11.6941,33474400
3/17/2009,11.656,12.4136,11.5058,12.3935,25730400
3/18/2009,12.2052,12.6647,11.9833,12.6221,45296400
3/19/2009,12.6378,12.7095,11.7524,11.8107,41743600
3/20/2009,11.925,12.185,11.7681,11.7748,33476000
3/23/2009,12.0752,12.4585,11.8577,12.4495,44656800
3/24/2009,12.1671,12.2814,11.9407,11.9922,43555600
3/25/2009,12.0931,12.2724,11.4946,11.8241,58624800
3/26/2009,11.9653,12.5055,11.7726,12.4405,59466400
3/27/2009,12.1671,12.6221,12.1514,12.1604,32687200
3/30/2009,11.9474,12.2948,11.8824,11.9922,38596400
3/31/2009,12.194,12.6042,12.0684,12.463,47446400
4/1/2009,12.2724,12.5526,12.0214,12.1693,44144400
4/2/2009,12.4316,12.8014,12.3554,12.4607,47396800
4/3/2009,12.389,13.4851,12.389,13.4672,57694800
